Primary Attribute	Secondary Attribute	Skill Type	Skill Tier	Skill Name	Parent Skill	Definition
INT	WIS	spell	3	Genesis Metamorphosis	Transformation	The caster becomes the axis of a living storm, radiating waves of rewriting force. Across a vast radius, allies erupt into perfected hybrid forms—gills, wings, claws, armored hides—each tailored instinctively to their needs. Enemies caught within the wave convulse, bodies betraying them as limbs twist, senses fail, and vitality drains away. Terrain itself grows warped: trees sprout flesh-like vines, stone ripples as if breathing, rivers teem with hybrid fish. The battlefield is transformed into a nightmare of shifting biology. This spell is legend: where it falls, tales of gods reborn in flesh and terror are whispered for centuries.
INT	WIS	sphere	2	Water	Spellcraft	Water magic embodies flow, pressure, and adaptability. It may cleanse, crush, or conceal. Practitioners learn to harness water’s many forms—vapor, ice, and tide alike.
INT	WIS	spell	3	Aqua Lash	Water	A crisp ribbon of water coils from the caster’s hand and snaps forward with a clean, cutting strike. The impact stings and splashes, dousing embers and leaving a cool mist in the air. Simple and efficient, it’s a starter technique that scales with the practitioner’s growing command of water and storm.
INT	WIS	spell	3	Ripple Shot	Water	A bead of water swells at the caster’s fingertip, clear and sharp as glass. With a flick, it shoots forward in a straight line, whistling faintly as it cuts the air. On impact, the droplet bursts in a splash that stings flesh and dampens armor, leaving slick trails where it strikes. While minor in force, its precision and speed echo the inevitability of ripples spreading across a still pond.
INT	WIS	spell	3	Soothing Stream	Water	The caster channels a thin stream of cool water over a wound, the liquid glowing faintly as it closes cuts and restores vitality. The soothing stream leaves behind a feeling of calm renewal, though it requires the caster’s steady hand to maintain focus.
INT	WIS	spell	3	Tide Push	Water	With a sweeping gesture, the caster conjures a sudden surge of water in a broad cone. The tide crashes forward like a small wave, striking all caught in its path with surprising force. Enemies are shoved back, footing is drenched, and light objects scatter in the spray. Though lacking raw damage, the sheer momentum of water creates space and disrupts enemy formations.
INT	WIS	spell	3	Charged Grasp	Water	The caster channels water’s conductivity, charging their hand with crackling energy. Upon contact, a jolt of lightning arcs into the target, coursing along moisture and metal with violent precision. The strike seizes muscles, shocks nerves, and can arc faintly into adjacent water sources. Though risky to use in melee, its raw electrical surge embodies the dangerous synergy between water and storm.
INT	WIS	spell	3	Bubble Veil	Water	The caster surrounds themselves in a thin veil of swirling water bubbles. Each droplet refracts incoming blows, scattering force and dispersing energy like ripples through a pond. The veil does not block attacks entirely, but it softens the impact of weapons and dampens fire, lightning, or other elemental strikes. With focus, the caster maintains the shimmering barrier, its surface endlessly flowing to absorb punishment.
INT	WIS	spell	3	Riptide Grasp	Water	The caster conjures a surge of water shaped like grasping tendrils, which whip outward to seize a foe. The torrent coils around their body, striking with bruising force before constricting them in place. Each moment of resistance only tightens the watery grip, dragging the victim down as though drowning in an invisible current.
INT	WIS	spell	3	Stormcall Surge	Water	A swirling storm node manifests at the chosen point, a sphere of roaring wind and crackling arcs. Lightning lashes outward at everything within its reach, searing flesh and metal alike. The very air thickens with pressure, movement falters as though wading through a tempest, and sound is muffled by the roar of static. The spell teeters on the edge of control — one slip, and the storm may turn on its master.
INT	WIS	spell	3	Tide Wall	Water	The caster raises a surging wall of water that roars up like a tidal barrier. Projectiles slam into it only to be caught and dragged downward, their momentum swallowed. Fire gutters and dies as the wall steams, its volume absorbing the heat. For the spell’s brief existence, allies can rally behind its cover, fighting as if shielded by the sea itself.
INT	WIS	spell	3	Maelstrom	Water	The caster summons a roaring vortex of water and distorted space. The swirling maelstrom drags everything within its reach toward the center, battering victims with crushing currents. The pull is irresistible, and even the air warps within, making escape sluggish and clumsy. The vortex threatens to consume friend and foe alike, and without firm focus, even the caster may be swept into its grasp.
INT	WIS	spell	3	Tempest Crown	Water	The caster becomes the eye of a raging storm, lightning crackling outward in a halo of electrified rain and warped air. Foes near the caster feel their movements sluggish, their strikes unsteady, and bolts of lightning lash them without warning. Allies within the storm’s heart are shielded by surging waves of force, though the caster risks being caught in the overload of their own tempest.
INT	WIS	spell	3	Leviathan’s Awakening	Water	The caster calls forth the Leviathan — not a creature, but a world-shaking embodiment of water’s wrath. A towering avatar of surging tides erupts, its body churning with lightning arcs and warped space. Within its massive form, time stutters: movements freeze mid-stroke, voices drown in silence. Tentacles of current and flood lash outward, sweeping foes from their feet, restraining them in suffocating torrents. At its core, those seized by the Leviathan are pulled into a watery void — banished beyond reality to drown in silence until the spell ends. Allies quake, the land itself buckles, and even the caster risks being consumed by the ancient tide they dared awaken.
INT	WIS	sphere	2	Wind	Spellcraft	Wind magic channels movement, breath, and directional force. It guides arrows, lifts voices, and carries storms. Wind is both freedom and fury, guided by precision or set loose with abandon.
INT	WIS	spell	3	Gust of Renewal	Wind	A focused burst of air surges outward from the caster, shoving a target back and clearing the immediate space of smoke or dust. Though minor at first, the spell grows with the caster’s command of wind, evolving from small shoves into sweeping gales that can topple armies.
