Name	Parent Skill	Mastery Level	Spell Cost	Casting Time 	Range 	Shape 	Duration	Effects	Container Breakdown	Add ons	Modifiers	Notes/Special Conditions	Flavor Line	Progressive spell conditions
Genesis Renewal	Psychometabolism	Grand Master	144	72	Line of Sight	Sphere/Cube Zone (200 ft)	Combat Round + Lingering (3 steps)	Allies heal 10 vitality, regrow limbs, and gain +20% defense; enemies suffer –20% attack and take 5 damage from metabolic backlash.	Container 1: AoE (2) + Stand Alone: Healing (3 + (9×2)=21) + Buff (+20% defense = 2 + 4 scaling = 6) = 29. Container 2: AoE (2) + Stand Alone: Debuff (–20% attack = 2 + 4 scaling = 6) + Stand Alone: Damage (3 + (2×2)=7) = 15. Add-ons: Range Line of Sight (10); Shape Sphere/Cube Zone 200 ft (5 + (17×3)=56); Duration Combat Round (5) + Lingering 3 (6). Total = 144.	Range: Line of Sight (10); Shape: Sphere/Cube Zone 200 ft (56); Duration: Combat Round (5) + Lingering (6)	—	• Restores up to 10 vitality and lost limbs/organs for allies inside. • Enemies suffer severe backlash: –20% attack and 5 direct vitality damage. • Does not affect constructs, undead, or purely spiritual beings. • Leaves behind “biological resonance” terrain: faint glow and psychic echo linger for days. • Caster suffers 2d6 psychic backlash damage after use. • Multiple saves may be required for enemies (Will to resist debuff, Con to halve damage). • Signature act: this spell leaves a permanent psionic “mark” visible to other metacreatives.	“Life itself bends, reshaped by one indomitable will.”	—
Dimensional Peek	Psychoportation	Apprentice	8	4	Short (30 ft)	—	Instantaneous	Briefly reveals what lies beyond a nearby physical barrier or out of direct line of sight.	Container: Temporal/Spatial (5) + Stand Alone: Reveal/Detect (4) 	Range: Short (30 ft) (4)	Backlash Risk (-5)	• Provides a single momentary view; no sustained tracking. • Fine details may be missed; motion blurs. • Cannot pierce reinforced dimensional seals. Backlash rise, if failed their conciousness is stuck outside of their body for the duration of the spell	“My mind walks where my body cannot.”	
Echo Step (Minor Boost)	Psychoportation	Apprentice	6	3	Self	—	Combat Step	Buff self with +5% movement/initiative for one combat step.	Container: Target (1) + Stand Alone: Buff (2)	Range: Self (1); Duration: Combat Step (2)	—	• Only affects the caster and only for a single step. • Repeated casts in quick succession may cause brief vertigo. • Visible shimmer can betray position.	“I walk faster than the world can notice.”	
Spatial Veil	Psychoportation	Apprentice	10	5	Self	—	Instantaneous	Impose a brief concealment shimmer, causing a minor miss-chance in the instant of action.	Container: Temporal/Spatial (5) + Stand Alone: Illusion/Mask (4)	Range: Self (1); Duration: Instantaneous (1)	—	• Applies only to the immediate moment of action (one attack/targeting instance). • Does not stack with stronger concealment. • Disrupted by solid contact or area effects.	“The world bends to misplace me.”	
Blink Step	Psychoportation	Novice	18	9	Short (30 ft)	Single Target	Instantaneous	Instantly teleport self up to 30 ft into line of sight.	Container: Temporal/Spatial (5) + Stand Alone: Teleportation (8)	Range: Short (4), Duration: Instantaneous (1)		• Requires line of sight to destination. • If location is obstructed, caster arrives at nearest open square. • Slight nausea after repeated use in a round.	“The world blinks, and so do I.”	
Phase Hand	Psychoportation	Novice	19	10	Touch	Single Target	Combat Step	Phase one hand or small object through solid matter.	Container: Temporal/Spatial (5) + Stand Alone: Transform/Alter (10)	Range: Touch (2), Duration: Combat Step (2)		• Cannot phase entire body. • If concentration breaks while intersecting matter, limb takes 1 damage. • Limited to small objects or a single limb.	“The wall is real, but only if I agree it is.”	
Anchor Blink	Psychoportation	Novice	19	10	Medium (60 ft)	Single Target	Instantaneous	Teleports self instantly to a chosen anchor point within 60 ft.	Container: Temporal/Spatial (5) + Stand Alone: Teleportation (8)	Range: Medium (5), Duration: Instantaneous (1)		• Requires clear line of sight to anchor. • Anchor disrupted (moving target) causes fizzle. • Strain causes –1 initiative on caster’s next step.	“Everywhere is tied to me by invisible thread.”	
Blink Assault	Psychoportation	Master	27	14	Medium (60 ft)	—	Combat Round	Caster teleports up to 3 times in a round, making one attack from each position.	Container: Temporal/Spatial (5) + Stand Alone: Teleportation (8) + Stand Alone: Buff (+2 attack = 6)	Range: Medium (5), Duration: Combat Round (5)	—	• Each teleport must be to a visible square within 60 ft. • Enemies struck suffer –5% accuracy on next step from disorientation. • If caster is interrupted mid-chain, remaining teleports are lost. • Rapid blinking leaves caster fatigued after 2 consecutive uses.	“Everywhere, nowhere, and right behind you.”	
Phase Passage	Psychoportation	Master	33	17	Short (30 ft)	Sphere (10 ft)	Combat Round	Create a temporary gateway allowing allies to phase through a solid barrier up to 30 ft away.	Container: Temporal/Spatial (5) + Stand Alone: Transform/Alter (10)	Range: Short (4), Shape: Sphere (5), Duration: Combat Round (5), Multi-Target: up to 3 (3)	—	• Gateway allows only willing allies. • Size limits entry to 1 Medium creature per step. • Barrier beyond 30 ft cannot be breached. • If disrupted early, remaining allies may be trapped halfway.	“Walk not around the wall, but through the world beyond it.”	
Dimensional Anchor	Psychoportation	Master	41	21	Long (120 ft)	—	Combat Round	Anchor a target in place, preventing teleportation, phasing, or forced movement.	Container: Temporal/Spatial (5) + Stand Alone: Link/Bind (6) + Stand Alone: Debuff (–10% speed = 4) + Control Container (2) + Control: Immobilize (6)	Range: Long (7), Duration: Combat Round (5), Target (1)	—	• Target must make a save or be immobilized. • Anchored creatures cannot teleport, blink, or phase. • If resisted, target still suffers –10% speed until end of round. • Anchoring strains caster; –5% to their own speed next round.	“The universe itself pins you where you stand.”	
Cataclysmic Rift	Psychoportation	High Master	72	36	Medium (60 ft)	Sphere (30 ft)	Combat Round + Lingering (1 step)	Opens a temporary dimensional tear that drags creatures inward, dealing positional control and massive hazard risk.	Container: Temporal/Spatial (5) + Stand Alone: Spatial Bubble (8) + Stand Alone: Banish (10) + Control Container (2) + Control: Pull (3)	Range: Medium (5), Shape: Sphere (11 for 30 ft), Duration: Combat Round (5) + Lingering (2)	—	• All in zone make save vs. pull. • Failed save: dragged 10 ft per step toward center. • Creatures touching rift edge must save or be banished until end of encounter. • Rift closes after effect, leaving warped terrain. • Allies may also be caught if careless.	“The world breaks open, and it wants to swallow you.”	
Phase Exodus	Psychoportation	High Master	84	42	Unlimited	—	Instantaneous	Teleports up to 20 willing creatures to any chosen destination in the same plane.	Container: Temporal/Spatial (5) + Stand Alone: Teleportation (8) + Stand Alone: Multi-Target (15 for 20 creatures)	Range: Unlimited (15), Duration: Instantaneous (1)	—	• Requires precise knowledge of destination. • If caster misjudges, G.O.D may place group in hazardous or offset location. • Massive strain: caster suffers –20% accuracy and –10% speed next combat. • Enemies cannot be carried unless unconscious. • Warps local reality, leaving echoes detectable by other psions.	“Follow me, for the world is only a hallway.”	
Eternal Horizon Gate	Psychoportation	Grand Master	144	72	Unlimited	Sphere (1 mile)	Lingering (permanent until dispelled)	Opens a titanic permanent planar gate linking two distant locations or planes.	Container: Temporal/Spatial (5) + Stand Alone: Teleportation (8) + Stand Alone: Pocket Space (12) + Stand Alone: Link/Bind (6) + Stand Alone: Create/Destroy (major, 12)	Range: Unlimited (15), Shape: Sphere (30 for mile-scale), Duration: Lingering (56 for permanent planar effect)	—	• Creates a permanent portal between two points chosen by caster. • If cast imperfectly, destabilization may erase both locations. • Requires enormous psionic stamina; caster must save vs. collapse. • Gate is detectable worldwide by psions and planar beings. • Passage allows armies, structures, or planar entities to cross freely. • Closing the gate requires equal or greater power. • Entire regions may be altered socially, politically, or militarily by its presence.	“I open the path, and the world shall never be the same.”	
Kinetic Push	Telekinesis	Apprentice	10	5	Short (30 ft)	Single Target	Instantaneous	Target is shoved back 10 ft; minor impact damage at G.O.D. discretion.	Container: Control (2) + Push (3); Container: Target (1)	Range: Melee Range(3); Duration: Instant (1)	—	Apprentice: May knock prone on failed Agility check. Novice+: May extend push distance with extra successes.	The air itself obeys my hand.	None
Force Grasp	Telekinesis	Apprentice	10	5	Short (30 ft)	Single Target	Combat Step	Hold or move an unattended object up to 10 lbs.	Container: Target (1) + Stand Alone: Create/Destroy (basic, 5) repurposed for “lift object” effect	Range: Short (4)	—	Uses Create/Destroy (basic) to narrate telekinetic lift rather than material alteration. G.O.D. may require Strength/Weight checks for larger items.	Your blade is not yours—it is mine.	None
Deflect Projectile	Telekinesis	Apprentice	9	5	Short (30 ft)	Single Target	Instantaneous	Redirect or cancel a small projectile aimed at self or ally.	Container: Target (1) + Stand Alone: Counter/Cancel (6)	Range: Self(1); Duration: Instant (1)	—	Can only affect light/medium projectiles (arrows, bolts, thrown knives). Cannot block bullets or siege weapons at Apprentice level.	The arrow stops where my will begins.	None
Force Wave	Telekinesis	Novice	15	8	Short (30 ft)	Cone (30 ft)	Instantaneous	All creatures in the cone are pushed 10 ft; targets may fall prone on failed Agility check.	Containers: AoE (2) + Control (2) with Stand-Alone: Push (3)	Range: Short (4); Shape: Cone (3); Duration: Instant (1)	—	No damage—pure displacement. Terrain/hazards apply normally; G.O.D. may call Agility to avoid prone.	“The mind does not strike—it sweeps.”	None
Telekinetic Pull	Telekinesis	Novice	13	7	Medium (60 ft)	—	Instantaneous	Target is pulled 10 ft toward the caster; unattended objects may fly to the caster’s hand.	Containers: Control (2) with Stand-Alone: Pull (3) + Target (1)	Range: Medium (5); Duration: Instant (1)	Static Assignment (1)	Resisted with Strength; cannot pull >50 lbs at Novice. Static Assignment fixes pull to 10 ft (no success-scaling).	“Your weapon is already mine.”	None
Kinetic Armor	Telekinesis	Novice	11	6	Self	—	Combat Round	Grants +2 armor soak against physical damage for 1 round.	Container: Target (1) with Stand-Alone: Buff (+2 soak = 3)	Range: Self (1); Duration: Combat Round (5)	Static Assignment (1)	Buff math = base +1 stat (2) + one extra stat (+1) = 3. Stacks with mundane armor, not with other kinetic fields.	“The air hardens into my shield.”	None
Telekinetic Crush	Telekinesis	Master	27	14	Medium (60 ft)	—	Combat Round	Target suffers 4 damage per round and is restrained; may attempt Strength save each step to break free.	Containers: Control (2) + Stand-Alone: Grapple/Restrain (4) + Target (1) + Stand-Alone: Damage (9 for 4 dmg)	Range: Medium (5); Duration: Combat Round (5)	Static Assignment (1)	Target can resist with a contested Strength roll; Static Assignment fixes damage to 4 per round.	“The world closes in, and there is no air to breathe.”	None
Force Barrier	Telekinesis	Master	21	11	Short (30 ft)	Wall (30 ft)	Combat Round	A shimmering wall of force blocks passage; grants full cover; soak may scale with successes unless fixed with Static Assignment.	Containers: AoE (2) + Target (1) + Stand-Alone: Create/Destroy (basic barrier = 5)	Range: Short (4); Shape: Wall (4); Duration: Combat Round (5)	—	If you want a fixed 10-HP soak, add Static Assignment (+1 mana) to lock it.	“Not stone, not steel—will alone.”	None
Mass Levitation	Telekinesis	Master	40	20	Medium (60 ft)	Radius (20 ft)	Combat Round + Lingering (2 steps)	All creatures/objects in the radius rise ~20 ft; enemies must save or hang immobilized; allies may glide/reposition.	Containers: AoE (2) + Control (2) with Stand-Alone: Immobilize (6) + Stand-Alone: Spatial Bubble (8)	Range: Medium (5); Shape: Radius 20 ft (5); Duration: Combat Round (5) + Lingering 2 (4)	Per Success Assignment (3)	Each success adds +5 ft lift height; apply fall damage when the effect ends.	“The ground is a suggestion—I refuse it.”	None
